VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost
12546,JIM BEAM BRANDS COMPANY,8236,Jim Beam,1.07,1.49,50.0,98086,104952.0199999995,98300.0,146467.0000000048,26277.64000000854,5147.990000000338,123880.96999999999
1128,BROWN-FORMAN CORP,1244,Jack Daniels Winter Jack,12.79,17.99,750.0,8197,104839.62999999999,7783.0,124092.17000000148,41547.920000000326,6127.839999999926,68601.68000000001
3924,HEAVEN HILL DISTILLERIES,8840,Burnetts Gin,7.96,10.99,1750.0,13167,104809.3199999983,13255.0,166549.45000000013,80522.77000000284,24356.81999999963,14069.869999999995
8004,SAZERAC CO INC,1281,Benchmark Old #8 Bourbon,11.19,14.99,1750.0,9359,104727.2099999991,8444.0,139130.56000000538,89673.80000000448,15519.480000000629,50293.62000000002
9165,ULTRA BEVERAGE COMPANY LLP,4979,Patron Silver Tequila,57.14,79.99,1000.0,1831,104623.33999999968,1395.0,106496.05000000131,78754.70000000039,1464.7499999999764,68054.70000000003
1128,BROWN-FORMAN CORP,2518,Woodford Reserve Double Oak,36.49,49.99,750.0,2867,104616.83000000044,2801.0,147315.99000000212,118517.49000000446,2208.8999999999496,68601.68000000001
12546,JIM BEAM BRANDS COMPANY,4806,Leroux Blackberry Brandy,11.71,14.99,1750.0,8933,104605.42999999903,8935.0,135805.6500000049,68384.95999999819,16419.02000000054,123880.96999999999
2000,SOUTHERN WINE & SPIRITS NE,6649,Wente Morning Fog Chard,7.87,11.99,750.0,13289,104584.43000000117,12819.0,161133.8100000024,68701.42999999812,1430.2899999999731,19016.59
4425,MARTIGNETTI COMPANIES,43362,Silver Oak Cab Svgn Napa,68.93,109.99,750.0,1517,104566.81000000022,1759.0,188877.73000000187,95499.4199999994,195.77000000000274,144929.24
8673,STE MICHELLE WINE ESTATES,6451,Columbia Crest G E Cab Svgn,6.03,8.99,750.0,17332,104511.96000000084,19856.0,183749.32000000458,61184.83999999552,2220.8999999998987,15919.700000000003
12546,JIM BEAM BRANDS COMPANY,1415,Old Grand Dad,10.39,14.99,750.0,10058,104502.61999999813,9981.0,138847.19000000582,78608.48000000177,7861.869999999666,123880.96999999999
9165,ULTRA BEVERAGE COMPANY LLP,41212,A to Z Pnt Gris Ore,10.52,15.99,750.0,9928,104442.56000000067,9141.0,121242.67000000326,54568.6599999984,1019.750000000046,68054.70000000003
17035,PERNOD RICARD USA,4896,Hiram Walker Coffee Brandy,14.05,17.99,1750.0,7432,104419.60000000145,7418.0,135315.82000000522,76885.93000000095,13632.760000000502,123780.21999999997
3252,E & J GALLO WINERY,39479,Barefoot Premium X-Dry,5.29,9.99,750.0,19737,104408.72999999991,18801.0,150188.0700000015,51681.20999999655,2103.109999999942,61966.909999999996
8004,SAZERAC CO INC,3227,Taaka Gin,6.86,8.99,1750.0,15217,104388.6200000048,15134.0,137494.66000000594,64501.06999999542,27808.119999998933,50293.62000000002
1485,CASTLE BRANDS CORP.,1271,Jeffersons Reserve Bourbon,37.59,49.99,750.0,2774,104274.65999999917,2654.0,133278.4600000036,110672.97000000384,2093.4199999999482,8497.589999999998
4425,MARTIGNETTI COMPANIES,41159,Phillips Earthquake Ld Znfdl,16.1,25.99,750.0,6472,104199.19999999984,6270.0,152217.70000000155,76975.590000002,697.9500000000315,144929.24
1128,BROWN-FORMAN CORP,44712,Sonoma-Cutrer Chard Sonoma,13.79,21.99,750.0,7540,103976.6,8566.0,192344.3399999998,77656.70000000115,956.4800000000413,68601.68000000001
660,SAZERAC NORTH AMERICA INC.,4346,Mr Boston Dark Rum,8.39,13.49,1750.0,12391,103960.48999999577,12257.0,130627.43000000816,75801.9900000014,22524.549999999683,17932.329999999994
8004,SAZERAC CO INC,5060,Dr McGillicuddy's Butterscth,9.35,15.99,750.0,11108,103859.79999999948,10338.0,145183.620000006,90032.99000000603,8144.539999999618,50293.62000000002
17035,PERNOD RICARD USA,1758,Aberlour Glenlivet 12 Yr,29.76,39.99,750.0,3486,103743.35999999946,3446.0,143989.5400000031,112773.01000000486,2717.039999999953,123780.21999999997
7239,REMY COINTREAU USA INC,4732,Remy Martin VSOP Cognac,69.76,94.99,1750.0,1484,103523.83999999972,1525.0,134109.7500000013,87135.14000000083,2802.940000000011,16978.669999999995
3252,E & J GALLO WINERY,46447,Gascon Malbec Mendoza,6.12,10.99,750.0,16915,103519.8000000011,17157.0,190040.4299999955,80361.8700000014,1914.7699999998995,61966.909999999996
2561,EDRINGTON AMERICAS,2960,The Macallan Fine Oak 15 Yr,69.34,104.99,750.0,1492,103455.28000000019,1387.0,156141.13000000088,130573.41000000258,1094.0699999999886,9654.500000000002
3960,DIAGEO NORTH AMERICA INC,8726,Baileys Irish Cream,1.43,1.99,50.0,72120,103131.59999999995,72199.0,143676.0100000065,30566.400000009846,3770.539999999958,257032.07000000007
9552,M S WALKER INC,4634,Gold Crown Wh Rum,8.52,10.99,1750.0,12101,103100.51999999941,11908.0,136024.92000000534,57256.29999999752,21880.519999999826,55551.819999999985
12546,JIM BEAM BRANDS COMPANY,2122,Canadian Club 1858,7.8,9.99,750.0,13195,102921.00000000141,13259.0,138305.41000001002,89541.26000000763,10446.060000000547,123880.96999999999
7245,PROXIMO SPIRITS INC.,8323,Jose Cuervo Gold w/Marg Mix,11.9,14.99,750.0,8639,102804.09999999916,8364.0,132660.36000000598,75569.46000000059,6588.559999999792,38994.78000000001
3960,DIAGEO NORTH AMERICA INC,4157,Smirnoff Green Apple Vodka,0.72,0.99,50.0,142597,102669.84000000016,142637.0,141210.63000000486,19061.460000001185,7477.770000000691,257032.07000000007
8673,STE MICHELLE WINE ESTATES,28163,Villa Maria Svgn Bl Pvt Bin,6.82,11.99,750.0,15052,102654.63999999865,15192.0,171790.64000000057,57499.02999999641,1699.6099999999426,15919.700000000003
480,BACARDI USA INC,8358,Bacardi 151 Proof,14.49,19.99,750.0,7071,102458.79000000015,8065.0,161219.3500000025,87396.28000000355,6352.659999999832,89286.26999999999
4425,MARTIGNETTI COMPANIES,24088,Hess Select Cab Svgn,8.75,16.99,750.0,11674,102147.5,11436.0,176810.600000002,73191.74999999722,1277.0200000000084,144929.24
480,BACARDI USA INC,4179,Bacardi Dragon Berry Rum,15.14,19.99,1750.0,6734,101952.75999999762,6719.0,144216.81000000416,98570.23000000608,12349.370000000508,89286.26999999999
2242,DELICATO VINEYARDS INC,42099,Bota Box Pnt Grigio Cal,11.4,17.99,3000.0,8938,101893.19999999717,8916.0,164562.84000000218,110986.04000001049,4012.1999999997915,7982.649999999999
11567,CAMPARI AMERICA,8387,Wild Turkey 101,17.45,21.99,750.0,5833,101785.8499999993,6556.0,149388.44000000434,118749.96000001037,5169.619999999848,20964.809999999998
9819,TREASURY WINE ESTATES,41252,Beringer Classic Pnt Grigio,5.13,7.99,1500.0,19823,101691.98999999846,20856.0,175543.43999999927,66617.7099999964,4676.989999999736,14836.570000000005
1392,CONSTELLATION BRANDS INC,15428,Ruffino Prosecco Sparkling,7.94,11.99,750.0,12807,101687.57999999964,12449.0,145221.510000002,49553.93999999858,1392.0500000000172,79528.99
7245,PROXIMO SPIRITS INC.,5758,1800 Ultimate Margarita RTD,13.33,19.99,1750.0,7621,101587.92999999922,7568.0,149258.32000000347,102472.14000000752,13910.010000000577,38994.78000000001
3960,DIAGEO NORTH AMERICA INC,8620,Sambuca Romana,8.75,11.99,375.0,11608,101570.0,11583.0,138880.170000009,86783.62000000564,4542.839999999864,257032.07000000007
4425,MARTIGNETTI COMPANIES,32924,Silverado Cab Svgn Napa,27.51,44.99,750.0,3690,101511.89999999994,3811.0,173540.89000000036,97413.67000000263,423.3600000000159,144929.24
9552,M S WALKER INC,3326,Jenkins Gin,7.36,9.49,1750.0,13791,101501.76000000453,13877.0,137664.73000000676,72666.42999999931,25499.419999999256,55551.819999999985
9165,ULTRA BEVERAGE COMPANY LLP,46021,Spellbound Cab Svgn Cal,6.61,11.99,750.0,15313,101218.93000000143,15571.0,181882.24999999796,73815.06999999886,1738.5399999999404,68054.70000000003
3960,DIAGEO NORTH AMERICA INC,3042,Ciroc Red Berry Vodka,8.63,11.99,375.0,11709,101048.66999999927,11372.0,140973.7800000042,57469.44999999819,4467.099999999947,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,3690,Tanqueray Ten Gin,22.39,29.99,750.0,4503,100822.16999999917,4479.0,130039.2100000044,90752.76000000312,3529.9399999999773,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,5890,Godiva Wh Chocolate Liqueur,16.66,23.99,750.0,6041,100643.0599999996,5926.0,135768.740000003,87694.0300000034,4669.709999999922,257032.07000000007
8673,STE MICHELLE WINE ESTATES,6933,Ch Ste Michelle Svgn Bl,5.26,8.99,750.0,19133,100639.57999999984,18761.0,167048.2700000024,62789.87999999403,2096.439999999884,15919.700000000003
1392,CONSTELLATION BRANDS INC,26463,Ravenswood Vints Blend Znfdl,4.65,7.99,750.0,21641,100630.65000000104,21469.0,162565.50999999876,57621.56999999978,2400.8799999999137,79528.99
3960,DIAGEO NORTH AMERICA INC,5058,Capt Morgan Long Isl Tea RTD,11.93,15.99,1750.0,8423,100486.39000000105,8471.0,141149.2900000053,92629.6900000052,15568.940000000637,257032.07000000007
9552,M S WALKER INC,10266,Klinker Brick Old Vine Znfdl,9.58,15.99,750.0,10488,100475.0400000007,10249.0,164001.5100000022,74397.65999999996,1142.790000000023,55551.819999999985
1392,CONSTELLATION BRANDS INC,26092,Blackstone Merlot Cal,4.79,7.99,750.0,20960,100398.3999999997,21162.0,174141.38000000388,58676.25999999618,2366.4599999998973,79528.99
3664,WILLIAM GRANT & SONS INC,8727,Monkey Shoulder Scotch,23.07,29.99,750.0,4351,100377.56999999948,4157.0,128154.43000000449,96571.75000000399,3276.9899999999657,30234.42000000001
3960,DIAGEO NORTH AMERICA INC,3583,Smirnoff Orange Vodka,13.23,22.99,1750.0,7586,100362.78000000029,7533.0,155528.67000000182,104878.35000000829,13845.46000000058,257032.07000000007
653,STATE WINE & SPIRITS,16610,Leese-Fitch Cab Svgn,6.8,9.99,750.0,14732,100177.60000000104,14488.0,153305.12000000317,60658.369999996896,1618.1299999999399,8014.98
480,BACARDI USA INC,7221,M & R Sweet Vermouth,6.86,10.49,1500.0,14600,100156.00000000458,14577.0,152912.73000000376,80552.71000000334,3258.3199999996345,89286.26999999999
3960,DIAGEO NORTH AMERICA INC,4103,Capt Morgan White,11.19,14.99,750.0,8942,100060.97999999912,9035.0,129392.6500000097,90922.58000000607,7120.059999999689,257032.07000000007
3252,E & J GALLO WINERY,8214,E & J Brandy VS,7.4,9.99,750.0,13491,99833.40000000074,13834.0,138201.66000000917,81987.93000000426,10897.910000000425,61966.909999999996
3960,DIAGEO NORTH AMERICA INC,5399,Goldschlager Cinnamon Schna,1.45,1.99,50.0,68776,99725.20000000001,67863.0,135047.37000000523,29052.010000008628,3547.4000000000483,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,2751,Johnnie Walker Black Label,15.99,19.99,375.0,6235,99697.64999999983,5932.0,118580.68000000488,78620.67000000125,2326.3000000000557,257032.07000000007
480,BACARDI USA INC,4233,Castillo Silver Label Rum,7.87,9.99,1750.0,12637,99453.19000000131,12287.0,153199.1300000028,60793.649999997295,22576.65999999982,89286.26999999999
2242,DELICATO VINEYARDS INC,39356,Bota Box Chard Cal,11.56,17.99,3000.0,8600,99415.99999999569,8498.0,156711.02000000287,106342.52000000916,3824.099999999805,7982.649999999999
17035,PERNOD RICARD USA,8822,Absolut 80 Proof,1.46,1.99,50.0,67966,99230.35999999971,67505.0,134334.9500000046,29832.090000009255,3530.07000000002,123780.21999999997
3960,DIAGEO NORTH AMERICA INC,3754,Smirnoff Blueberry Vodka,8.79,10.99,750.0,11259,98966.60999999953,11091.0,130426.09000000924,80804.49000000303,8737.16999999992,257032.07000000007
12546,JIM BEAM BRANDS COMPANY,3959,Hornitos Black Barrel,18.24,24.99,750.0,5401,98514.24000000006,4266.0,113048.3400000045,85767.77000000222,3362.7599999999625,123880.96999999999
3960,DIAGEO NORTH AMERICA INC,3882,Smirnoff Strawberry Vodka,8.79,10.99,750.0,11206,98500.73999999963,11132.0,131052.68000001031,85394.69000000515,8770.129999999854,257032.07000000007
1128,BROWN-FORMAN CORP,1323,Early Times,13.59,16.99,1750.0,7246,98473.13999999854,7149.0,130518.51000000545,77626.67000000125,13138.730000000483,68601.68000000001
1485,CASTLE BRANDS CORP.,3667,Boru Original Irish Vodka,13.13,17.99,1750.0,7467,98041.70999999886,7573.0,136991.2700000065,95707.16000000636,13919.850000000597,8497.589999999998
7245,PROXIMO SPIRITS INC.,3808,Three Olives Vodka,9.55,12.99,750.0,10260,97983.00000000108,10975.0,146252.25000000617,102478.33000001076,8647.849999999904,38994.78000000001
12546,JIM BEAM BRANDS COMPANY,5254,DeKuyper Buttershots Schnpps,7.35,9.99,750.0,13328,97960.79999999928,13233.0,138526.67000000918,89107.86000000768,10424.960000000212,123880.96999999999
480,BACARDI USA INC,4247,Bacardi Limon Rum,7.99,11.99,750.0,12250,97877.50000000016,11778.0,133890.22000000803,77062.16000000175,9279.490000000033,89286.26999999999
4425,MARTIGNETTI COMPANIES,8781,Rodney Strong Cab Svgn,10.32,15.99,750.0,9476,97792.31999999909,9701.0,172021.99000000165,81147.4600000021,1080.9600000000432,144929.24
7245,PROXIMO SPIRITS INC.,8961,Jose Cuervo Especial,1.12,1.49,50.0,87230,97697.59999999971,85075.0,126761.75000000419,24398.750000006523,4453.140000000131,38994.78000000001
9815,WINE GROUP INC,31186,Almaden Merlot Cal B/B,10.8,17.99,5000.0,9005,97253.99999999728,8961.0,148332.39000000522,100961.23000000851,6720.75,27100.409999999996
7245,PROXIMO SPIRITS INC.,3779,Three Olives Cherry Vodka,9.35,12.99,750.0,10398,97221.29999999945,10437.0,137643.63000000658,81629.2700000028,8220.88999999962,38994.78000000001
660,SAZERAC NORTH AMERICA INC.,3687,Fleischmanns Royal Traveler,3.84,5.99,750.0,25265,97017.600000001,25125.0,132453.75000001283,66755.4799999932,19781.91000000272,17932.329999999994
8112,MOET HENNESSY USA INC,19270,Veuve Clicquot Brut Yellow,16.44,24.99,375.0,5899,96979.55999999974,5692.0,142243.08000000293,72071.15999999963,325.6600000000079,48347.26
1655,FABRIZIA SPIRITS LLC,8793,Fabrizia's Margarita RTD,15.07,18.99,1750.0,6431,96915.1699999996,4916.0,94406.84000000381,61495.97999999816,9035.380000000318,1824.8900000000006
12546,JIM BEAM BRANDS COMPANY,1249,Jim Beam Apple,20.28,27.99,1750.0,4777,96877.55999999862,4031.0,99189.69000000313,73433.20999999995,7409.910000000263,123880.96999999999
3960,DIAGEO NORTH AMERICA INC,2327,Crown Royal Shot Glass VAP,17.55,22.99,750.0,5495,96437.25000000036,5494.0,122173.06000000302,60894.75999999862,4326.5799999999945,257032.07000000007
2496,DUGGANS DISTILLED PRODUCTS,1734,Duggans Dew O Kirkintilloch,17.45,21.99,1750.0,5526,96428.69999999928,5007.0,109021.93000000434,76770.77000000022,9204.220000000347,939.2699999999998
8664,"STOLI GROUP,(USA) LLC",3689,Stolichnaya Vanil,12.77,16.99,750.0,7541,96298.57000000037,7506.0,135817.94000000562,90804.03000000527,5914.269999999816,18544.489999999998
12546,JIM BEAM BRANDS COMPANY,4679,Courvoisier VS Cognac,8.63,13.49,375.0,11158,96293.53999999934,10896.0,133127.04000000755,69215.38999999808,4276.88999999988,123880.96999999999
3960,DIAGEO NORTH AMERICA INC,1623,Bulleit 95 Rye,10.07,14.99,375.0,9542,96087.93999999878,9104.0,131243.96000000925,86686.37000000427,3570.2499999998113,257032.07000000007
4425,MARTIGNETTI COMPANIES,523,Castello Del Poggio Moscato,7.09,10.49,750.0,13546,96041.14000000102,13022.0,130455.78000000559,57271.33999999732,1452.3899999999758,144929.24
8004,SAZERAC CO INC,5033,Fireball Cinnamon Whisky,12.97,16.99,1000.0,7402,96003.9399999995,6389.0,114938.11000000367,62803.08999999789,6708.450000000245,50293.62000000002
6785,PALM BAY INTERNATIONAL INC,44719,Cavit Prosecco Lunetta,6.89,9.99,750.0,13908,95826.1199999984,14860.0,151205.40000000296,50648.209999998675,1661.659999999948,13605.409999999998
1392,CONSTELLATION BRANDS INC,31231,Nobilo Svgn Bl MarlborougH,6.49,11.99,750.0,14753,95746.9700000002,14617.0,157501.83000000237,58512.40999999704,1633.1199999999367,79528.99
8112,MOET HENNESSY USA INC,2893,Glenmorangie Quinta Ruban,39.67,54.99,750.0,2410,95604.7000000001,2300.0,122300.00000000313,102183.81000000285,1814.1999999999575,48347.26
3960,DIAGEO NORTH AMERICA INC,2499,Crown Royal Black,21.53,29.99,750.0,4429,95356.37000000018,4262.0,122377.38000000494,95100.93000000394,3360.519999999955,257032.07000000007
98450,Serralles Usa LLC,4145,Don Q Cristal Rum,12.68,19.99,1750.0,7518,95328.24000000085,7799.0,132505.0100000069,83811.67000000307,14334.040000000587,856.02
1587,VINEYARD BRANDS INC,31320,La Vieille Ferme Rose Vntoux,4.69,6.99,750.0,20314,95272.65999999901,19987.0,145815.63000000064,46506.68999999928,2236.409999999973,6070.089999999999
1392,CONSTELLATION BRANDS INC,6420,R M Woodbridge Chard Cal,3.18,7.99,750.0,29951,95244.1800000011,29537.0,171189.34999999808,43943.589999999494,3309.589999999972,79528.99
8892,TRINCHERO FAMILY ESTATES,10957,Seaglass Svgn Bl Snt Barbara,6.12,8.99,750.0,15556,95202.72000000137,15576.0,145958.240000005,65577.01999999527,1737.1399999998969,11595.970000000003
17035,PERNOD RICARD USA,4628,Martell Cordon Bleu,79.99,104.99,750.0,1190,95188.10000000002,999.0,110015.0100000005,52445.28999999984,786.81,123780.21999999997
4425,MARTIGNETTI COMPANIES,14930,Yellow Tail Moscato,5.93,9.99,1500.0,16029,95051.97000000089,15732.0,154020.91999999818,69332.23999999324,3523.219999999613,144929.24
1590,DIAGEO CHATEAU ESTATE WINES,8921,Sterling Cab Svgn,11.45,18.99,750.0,8288,94897.59999999992,8484.0,162549.0000000058,74429.8699999963,945.7100000000429,7259.75
9165,ULTRA BEVERAGE COMPANY LLP,24419,Bonterra Mendocino Org Chard,6.74,11.99,750.0,14077,94878.97999999978,13263.0,148890.37000000392,63013.49999999665,1479.5399999999738,68054.70000000003
8112,MOET HENNESSY USA INC,8223,Dom Chandon Blanc de Noir C,10.36,13.99,750.0,9153,94825.08000000064,9247.0,139587.5300000031,53285.13999999877,7281.439999999805,48347.26
9815,WINE GROUP INC,14342,Cupcake Pnt Nr,4.6,6.99,750.0,20592,94723.19999999918,18940.0,142812.6000000048,53676.3799999976,2115.7699999998945,27100.409999999996
1392,CONSTELLATION BRANDS INC,6960,Cooks Brut,4.6,6.99,750.0,20550,94529.99999999884,19968.0,147959.3200000041,42587.7500000003,2236.229999999933,79528.99
9552,M S WALKER INC,38457,Smoking Loon Pnt Nr,4.59,6.79,750.0,20576,94443.84000000083,18799.0,143160.2100000031,48802.2000000017,2102.4899999999,55551.819999999985
9819,TREASURY WINE ESTATES,8700,Beringer Knights Vly Cab Svg,16.52,31.99,750.0,5682,93866.6400000001,4961.0,137281.11000000147,66637.44999999795,552.670000000018,14836.570000000005
1128,BROWN-FORMAN CORP,1927,Jack Daniels Barrel Proof,51.84,69.99,750.0,1810,93830.3999999996,1359.0,89296.4100000009,75888.45000000017,1071.9999999999873,68601.68000000001
17035,PERNOD RICARD USA,3457,Olmeca Altos Plata Tequila,22.38,34.99,1750.0,4187,93705.05999999943,4162.0,146813.38000000248,111210.49000000552,7651.020000000277,123780.21999999997
3924,HEAVEN HILL DISTILLERIES,3660,Deep Eddy Ruby Red Vodka,21.05,27.99,1750.0,4447,93609.35000000063,3875.0,100757.25000000268,67247.18999999869,7121.9800000002315,14069.869999999995
4425,MARTIGNETTI COMPANIES,10236,Layer Cake Malbec Mendoza,7.81,14.99,750.0,11985,93602.85000000053,12944.0,178565.60000000315,80862.04999999488,1443.760000000001,144929.24
17035,PERNOD RICARD USA,8184,Kahlua,1.55,1.99,50.0,60365,93565.74999999996,59842.0,119085.58000000584,31366.38000001049,3118.989999999912,123780.21999999997
6213,MHW LTD,8398,Casamigos Blanco,33.33,46.99,750.0,2803,93423.98999999983,2907.0,144663.93000000232,107728.40000000344,2291.8599999999574,9621.580000000002
3960,DIAGEO NORTH AMERICA INC,8898,Yukon Jack,18.83,25.99,1750.0,4944,93095.51999999983,4910.0,127610.90000000485,87716.2500000028,9025.260000000324,257032.07000000007
3960,DIAGEO NORTH AMERICA INC,2476,Crown Royal Maple Whisky,16.79,22.99,750.0,5543,93066.97000000013,6614.0,157718.86000000403,107038.31000000716,5213.189999999861,257032.07000000007
3924,HEAVEN HILL DISTILLERIES,3863,Evan Williams Honey Reserve,15.5,24.99,1750.0,6003,93046.5,5537.0,117859.63000000478,83491.1100000023,10177.720000000394,14069.869999999995
17035,PERNOD RICARD USA,3201,Plymouth Gin,21.96,29.99,750.0,4226,92802.95999999942,4142.0,124822.5800000042,84819.88000000193,3264.339999999969,123780.21999999997
1128,BROWN-FORMAN CORP,5297,Southern Comfort,10.76,13.99,750.0,8616,92708.15999999993,8010.0,115819.90000000561,65972.65999999727,6309.7699999998185,68601.68000000001
516,BANFI PRODUCTS CORP,18347,Banfi Pnt Grigio San Angelo,8.58,14.99,750.0,10798,92646.84000000014,10202.0,156530.98000000324,71506.62999999893,1137.0600000000213,8510.410000000002
4425,MARTIGNETTI COMPANIES,28856,Seghesio Znfdl Sonoma,11.45,19.99,750.0,8085,92573.24999999997,7099.0,148531.8500000038,70874.5099999972,790.8200000000348,144929.24
660,SAZERAC NORTH AMERICA INC.,2783,Lauders Scotch,10.06,14.99,1750.0,9191,92461.46000000101,9159.0,137384.41000000533,79631.07000000226,16831.57000000059,17932.329999999994
1392,CONSTELLATION BRANDS INC,3220,Svedka Clementine Vodka,14.72,18.99,1750.0,6272,92323.84000000113,5609.0,108114.91000000395,75140.11000000032,10309.530000000394,79528.99
3252,E & J GALLO WINERY,34427,Frei Bros RSV Cab Svgn Alex,13.81,21.99,750.0,6685,92319.85000000037,5774.0,119405.58000000141,65796.89999999755,641.8700000000304,61966.909999999996
12546,JIM BEAM BRANDS COMPANY,361,Effen Cucumber Vodka,14.28,19.99,750.0,6458,92220.2399999983,6292.0,132057.08000000592,88348.26000000331,4957.829999999919,123880.96999999999
9165,ULTRA BEVERAGE COMPANY LLP,18013,Cecchi Sangiovese,4.69,7.99,750.0,19643,92125.66999999923,19741.0,153620.59000000378,55814.14999999668,2206.729999999888,68054.70000000003
3960,DIAGEO NORTH AMERICA INC,8440,Bailey's Espresso Creme,14.72,18.99,750.0,6255,92073.59999999967,5692.0,115722.08000000316,77717.91000000114,4485.549999999947,257032.07000000007
660,SAZERAC NORTH AMERICA INC.,5367,Sambuca di Amore,5.83,9.99,750.0,15786,92032.38000000114,15699.0,146209.51000000528,70905.95999999814,12361.370000000676,17932.329999999994
480,BACARDI USA INC,1330,Grey Goose Glass Pack,38.27,49.99,1750.0,2403,91962.80999999976,2690.0,136831.10000000076,59877.28999999936,4943.320000000054,89286.26999999999
1128,BROWN-FORMAN CORP,405,Jack Daniels & Coke,28.45,36.99,1750.0,3232,91950.4,3235.0,120414.65000000126,50068.559999999605,5944.140000000081,68601.68000000001
9165,ULTRA BEVERAGE COMPANY LLP,32831,Carpineto Dogajolo Tuscan Rd,6.75,11.99,750.0,13610,91867.5,16312.0,181998.88000000114,74581.7900000001,1820.8299999998626,68054.70000000003
3252,E & J GALLO WINERY,11957,Souverain Cab Svgn N Cst,9.93,14.99,750.0,9246,91812.78000000116,9185.0,110650.75000000493,56664.54999999679,1022.4800000000572,61966.909999999996
8664,"STOLI GROUP,(USA) LLC",3487,Stolichnaya Blueberi,12.77,16.99,750.0,7187,91777.99000000057,7122.0,130139.78000000691,89081.3300000046,5611.809999999852,18544.489999999998
1128,BROWN-FORMAN CORP,62,Herradura Silver Tequila,28.67,36.99,750.0,3200,91744.0000000001,3125.0,119863.75000000336,90154.51000000213,2463.1799999999585,68601.68000000001
17035,PERNOD RICARD USA,22019,Mumm Napa Brut Rose,9.73,14.99,750.0,9424,91695.5199999996,9803.0,167619.57000000105,72758.6100000003,1093.6600000000317,123780.21999999997
2242,DELICATO VINEYARDS INC,44334,Noble Vines 337 Cab Svgn,7.84,11.99,750.0,11671,91500.64000000087,11622.0,142137.78000000308,61009.44999999722,1296.41000000001,7982.649999999999
3252,E & J GALLO WINERY,7716,Andre Brut,3.79,5.99,750.0,24130,91452.70000000061,23971.0,140239.79000000327,34153.77000000351,2686.9799999999273,61966.909999999996
1587,VINEYARD BRANDS INC,8018,La Vieille Ferme Red Ventoux,4.6,6.99,750.0,19854,91328.39999999902,19622.0,141699.280000003,41103.320000000655,2196.0599999999504,6070.089999999999
12546,JIM BEAM BRANDS COMPANY,1397,Jim Beam Kentucky Fire,10.76,16.99,750.0,8484,91287.83999999992,8220.0,122786.30000000742,87668.31000000497,6478.119999999729,123880.96999999999
2561,EDRINGTON AMERICAS,2522,The Macallan 10 Yr Fine Oak,36.92,47.99,750.0,2466,91044.71999999975,2336.0,117841.64000000282,95408.1000000022,1842.2699999999554,9654.500000000002
3252,E & J GALLO WINERY,16806,Apothic Winemakers White,5.3,9.99,750.0,17166,90979.80000000102,16757.0,147400.08000000444,59058.709999994484,1871.2899999999017,61966.909999999996
3960,DIAGEO NORTH AMERICA INC,4390,Ron Zacapa 23 Yr Old Rum,33.33,45.99,750.0,2721,90690.92999999992,2627.0,117983.73000000302,92277.48000000222,2071.119999999952,257032.07000000007
6213,MHW LTD,5221,RumChata Liqueur,8.59,11.99,375.0,10557,90684.63000000066,10355.0,122543.95000000583,75001.14000000089,4063.00999999986,9621.580000000002
3924,HEAVEN HILL DISTILLERIES,4382,Admiral Nelson Spiced Rum,10.44,13.99,1750.0,8686,90681.83999999908,8561.0,122358.39000000549,66565.82999999766,15732.310000000558,14069.869999999995
1392,CONSTELLATION BRANDS INC,2117,Black Velvet Traveler,5.88,8.99,750.0,15415,90640.19999999853,15292.0,129924.08000001476,87257.53000000822,12047.210000001454,79528.99
1128,BROWN-FORMAN CORP,8910,Finlandia Vodka,0.77,0.99,50.0,117443,90431.10999999994,116112.0,114950.88000000211,15089.579999997142,6087.7000000004255,68601.68000000001
11567,CAMPARI AMERICA,3515,Skyy Infusions Citrus Vodka,15.5,19.99,1750.0,5821,90225.5,5974.0,121365.26000000534,83154.21000000238,10980.060000000425,20964.809999999998
8150,SEA HAGG DISTILLERY LLC,3598,Ice Pik Vodka,10.21,13.99,750.0,8830,90154.29999999981,7884.0,106611.16000000398,51258.199999998855,6209.579999999838,935.5199999999999
8004,SAZERAC CO INC,3899,Platinum 7X Distilled Vodka,2.2,2.99,375.0,40916,90015.20000000013,40782.0,162720.18000000835,62275.91999999073,16036.490000000564,50293.62000000002
1392,CONSTELLATION BRANDS INC,6647,Estancia Chard,4.99,8.99,750.0,18021,89924.79000000047,18847.0,163534.02999999982,56577.50999999701,2107.739999999941,79528.99
1392,CONSTELLATION BRANDS INC,6938,Vendange Chard,4.69,9.99,1500.0,19157,89846.3299999983,18819.0,150520.8100000044,55724.59999999696,4223.369999999607,79528.99
8004,SAZERAC CO INC,5297,Southern Comfort,10.76,13.99,750.0,8334,89673.84000000004,8807.0,123209.93000000552,67040.07999999744,6937.109999999766,50293.62000000002
8004,SAZERAC CO INC,5296,Southern Comfort 100 Proof,21.01,28.99,1750.0,4262,89544.61999999982,3448.0,99957.52000000238,68793.26999999909,6337.640000000199,50293.62000000002
